1,0.692826
2,0.692506
3,0.692185
4,0.69186
5,0.691529
6,0.691184
7,0.690816
8,0.690397
9,0.689909
10,0.689313
11,0.688512
12,0.687523
13,0.686185
14,0.684481
15,0.682329
16,0.68024
17,0.67681
18,0.673751
19,0.669082
20,0.665078
21,0.660358
22,0.655594
23,0.65043
24,0.643862
25,0.646019
26,0.633294
27,0.628494
28,0.627916
29,0.614612
30,0.606798
31,0.603445
32,0.595595
33,0.598103
34,0.583373
35,0.599821
36,0.569679
37,0.572451
38,0.571946
39,0.550337
40,0.544494
41,0.550171
42,0.549722
43,0.664313
44,0.535981
45,0.515389
46,0.539222
47,0.521067
48,0.531236
49,0.505436
50,0.510427
51,0.502987
52,0.513104
53,0.500815
54,0.495414
55,0.480687
56,0.478457
57,0.472003
58,0.510911
59,0.483636
60,0.489095
61,0.464301
62,0.454108
63,0.473428
64,0.445337
65,0.450723
66,0.436522
67,0.464993
68,0.432162
69,0.47523
70,0.448536
71,0.418505
72,0.413706
73,0.416498
74,0.417678
75,0.507876
76,0.397648
77,0.407285
78,0.437937
79,0.438443
80,0.391832
81,0.411512
82,0.410678
83,0.422411
84,0.58791
85,0.406686
86,0.381119
87,0.360996
88,0.357551
89,0.363359
90,0.401261
91,0.39289
92,0.384292
93,0.361518
94,0.356787
95,0.455578
96,0.352624
97,0.433328
98,0.414385
99,0.447557
100,0.37219
101,0.374754
102,0.378149
103,0.395769
104,0.469324
105,0.372688
106,0.346285
107,0.359996
108,0.338066
109,0.366689
110,0.424976
111,0.414222
112,0.507896
113,0.345283
114,0.350328
115,0.344219
116,0.326162
117,0.325061
118,0.316219
119,0.392483
120,0.340042
121,0.332955
122,0.370373
123,0.319745
124,0.338239
125,0.386325
126,0.327709
127,0.382252
128,0.314593
129,0.309649
130,0.326715
131,0.312539
132,0.353837
133,0.309809
134,0.34678
135,0.310861
136,0.299882
137,0.365257
138,0.345926
139,0.319681
140,0.288966
141,0.293268
142,0.284178
143,0.361644
144,0.34684
145,0.287434
146,0.340007
147,0.304044
148,0.30235
149,0.302718
150,0.32482
151,0.291985
152,0.293037
153,0.307231
154,0.305449
155,0.293807
156,0.294726
157,0.293771
158,0.279702
159,0.398458
160,0.348483
161,0.284632
162,0.304013
163,0.279244
164,0.409541
165,0.279038
166,0.28861
167,0.320833
168,0.274296
169,0.302641
170,0.271013
171,0.284345
172,0.275838
173,0.271029
174,0.484754
175,0.334576
176,0.280618
177,0.288924
178,0.268168
179,0.279399
180,0.298008
181,0.278733
182,0.26949
183,0.387682
184,0.263636
185,0.288451
186,0.277383
187,0.261165
188,0.270425
189,0.270125
190,0.269538
191,0.254669
192,0.264275
193,0.282019
194,0.357738
195,0.252363
196,0.25968
197,0.356416
198,0.278138
199,0.267574
200,0.265879
201,0.376907
202,0.292279
